id,comentario,clasificación
1312,"Buenas noches, tengo un problema cuando intento acceder a la opcion disposicion de efectivo en el app del bcp. Lo que ocurre es que cuando entro  a esa opcion automaticamente  me saca de la aplicación y tengo que volver  ingresar registrandome nuevamente y por ende me pide solicitar activación de calve tokem. Espero puedan solucionar  este incoveniente. Saludos",
1313,"Desde su actualización, ésta nueva versión de app del BCP, no deja de decepcionarme, estar ahí intentando 2,3,4,hasta 5 veces para que por fin deje de salirme error y permitirme realizar por fin una operación es el colmo. Una pérdida de tiempo. Espero que pronto puedan mejorarla y solucionar los continuos problemas que presenta esta nueva versión",
1314,"Deberían tener la opción de enviar el mensaje por email, ya que el sms se demora más que el tiempo de espera o sino llega luego de 15 min y encima llegan seguidos todos los intentos que hiciste. Además, nunca funciona a la primera, peor si es desde las 11pm y encima sólo me funciona conectado a wifi.",
1315,"Pésima aplicación, deben considerar que esta es una de las aplicaciones que tiene la obligación de ser útil para todos, pero con la última actualización han mostrado todo lo contrario, ni siquiera ofrece garantía y confianza en los pagos, perjudicándonos con moras e intereses por los retrasos!!",
1316,"Pésima actualización, falla demasiado al realizar transferencias, no permite escoger que cuentas mostrar y cuales no, no hay una opción que permita agregar favoritos sin necesidad de realizar una operación, en la confirmación de las operaciones no parece el mensaje que se digita.",
1317,"Pésima!!!! No puedo entrar a la aplicación, desde que se actualizó, más de una semana, me sale el mensaje ¡ ocurrió un problema ! ... con la anterior aplicación, nunca tuve un problema.",
1318,"Muy mala, Luego de la actualización la app es un desastre, tengo varios pagos en favoritos que simplemente no se puede realizar la transacción, y eso que intente volver a registrar un pago en favorito. No es nada funcional La versión anterior era nuchisno mejor",
1319,"Es lamentable como este banco cada día hace más complicado lo bueno y poco que tenían con la APP antes de su última actualización, lo peor de todo que se han copiado del BBVA el formato y en realidad es una vergüenza lo que acaban de hacer, problemas con tomen digital, problemas con transferencias, pagos de servicios, etc, nos trasladaremos a dónde nos brinden un mejor servicio.",
1320,"Que pasa BCP el app está muy mal para que tocaron la anterior versión que funcionaba excelente está versión esta con muchos defectos y no funciona nada bien ni las funciones de ubicación funcionan se para colgando ya estoy arto de ver la palabra ""no eres tú somos nosotros "" tiene muchos fallos",
1321,"Favor de arreglar el problema con la actualizacion, realmente perjudica los movimientos que uno quiere realizar, me hubiera gustado mas que dejen la antigua version a cambio de la nueva... realmente es una pena bajar las estrellas por esta nueva actualizacion fue un muy buen app",
1322,"Que feo está la actualización desconfiguro todo, y se cambio automático a token físico, y en el digital solo te dan 60 segundos que cuando quieres hacer transferencia y confirmar la clave token ya pasó los 60 segundos y sale error.. por favor vuelvan la app como era antes, es un caos la aap no puedo hacer transferencias",
1323,"No sé que pasa con la app del bcp que me pidió actualizarla ayer 26/02/2022 por la mañana, sin embargo le di actualizar y solo carga hasta el 50% estuve así durante 3 horas y nada, luego desinstalo la app para volver a instalar y se queda en 74% estado intentando durante más de 10 horas hacer de todo para volver a descargarla pero solo se queda hasta ese %, hoy 27/02 sigo intentando descargar y sigue en lo mismo 74%, en ve de mejorarlo lo han empeorado no se que está pasando con esta en app",
1324,"Es una app q no sirve luego de registrarse solo funciona la primera vez y luego te sale el error ME 0403 llamar al 3119898 ya q te bloquean la tarjeta y no puedes hacer nada hasta que te respondan la llamada luego de esperar un largo rato y te pasan a varios operadores para q te den una solución si es q no te cuelgan, si lo hacen de nuevo el hacer la llamada y seguir perdiendo el tiempo",
1325,"Ya hace mas de 3 semanas no puedo acceder al aplicativo del bcp. Simplemente no abre la app. Esto se dió después de la última actualización automática que recibió el aplicativo. No puedo acceder a mis cuentas, revisar mis movimientos, realizar pagos, mi tocken digital está congelado porque la app no abre. No puedo hacer nada, la única respuesta que me dan es qué el problema es mi teléfono. Llevo mucho tiempo usando la app en mi teléfono. El problema empezó con la última actualización de la app.",
1326,"Fatal, nunca funciona cuando intento realizar alguna transacción. Siempre dice error hay que tener suerte para hacer una transferencia sin tener que intentarlo una y otra vez. Seguramente si fuese algún ladrón intentando acceder a las cuentas recién allí el aplicativo funcionaría sin problemas.",
1327,"La acabo de instalar, prácticamente obligado por que no me permitía acceder a mi cuenta si no actualizaba....ahora sólo ingresando la clave de ingreso al sistema y cualquiera puede hacer transferencias o vaciar tu cuenta..si te roban el celular..estas frito...antes con el toquen físico.. había un mecanismo de seguridad adicional que debias ingresar y sin el que no se podía hacer operaciones..ahora basta que ingresar al sistema del. Banco y todo está habilitado..",
1328,"Malísima!!! Desde que han actualizado a la última versión de la app está HORRIBLE!!! No se puede realizar ningún tipo de operaciones, sale error, luego se congela, después sale que ingrese token físico y yo tengo token digital... Por favor, arreglen su App, somos demasiadas personas con éste tipo de problema. Necesitamos realizar nuestras transacciones, algunas personas no podemos salir al banco, yo estoy por operarme y no puedo ir a exponerme al contagio. Solución inmediata!!! Por favor!!",
1329,"Hace varios días que la app no funciona, se cierra. He desinstalado e instalado varias veces y nada. Pensé que era mi equipo pero veo que varias personas tienen el mismo problema. No puedo realizar ninguna operación desde mi celular, todo lo tengo que hacer desde mi PC y eso quita tiempo. En vez de facilitar las cosas se empeoran",
1330,"Todo estaba bien hasta hoy,que otra vez piden actualizar cuando ya lo hice hace dos dias,y es incomodo estar buscando banco para pedir el token digital y encima cobran excesivamente el token fisico cuando en otros bancos los entregan gratis la primera vez que los solicitan. Me estas decepcionando BCP!!.. Otra vez actualizar,otra vez a buscar agencias para activar el token !!! Que incómodo!!!",
1331,"Que mala aplicación, como es posible que te dice pon el número de verificación y ponerle numeor de verificación que te enviaron y dice incorrecto. Deberían mejorar el sistema. Desde porque la gente prefiere ir al banco y así aumenta el contagio del Covid-19... si mejoran su aplicación mínimo reduciría la gente que va a los bancos. Por favor solucionen su aplicación que es prácticamente inservible.",
1332,"Falla total, cada actualización es lo mismo, pero esta vez es peor, ya son varios días que no se puede entrar a la banca móvil por lo menos en el anterior versión podua hacer mis operaciones entre pagos, en resumen me pidieron actualizar el app para que al final me envíe a su portal web, totalmente fatal",
1333,"La actualización está por demás PÉSIMA. Hubiese preferido MIL veces quedarme con la version anterior. No se puede realizar absolutamente nada. Inclusive tengo que volver a solicitar mi token, cuando yo ya lo tenía activado. Si no van a mejorar nada, al menos no lo empeoren más. Prefiero la versión anterior, definivamente.",
1334,"Ya son casi 2 semanas desde que no puedo acceder a la banca móvil. Aún cuando he reportado el problema, y he seguido todas las indicaciones para ""descarte"" de posibilidades sigo sin tener una solución; lo más incómodo es que sigan diciendo que la aplicación y la banca por internet están funcionando con normalidad, a pesar de las múltiples quejas de los usuarios.",
1335,"Feo porque no puedo entrar a la App desde la última actualización ubo muchos problemas. Quiero mandarle el pago a una amiga y no puedo 😞 de inmediatamente se me cierra la app, antes no, odio cuando pasa eso. También, se me cierra la app OSEA PESIMA, gracias por escucharme",
1336,"Muy mala, la aplicación anterior a esta versión me resulto muy buena y efectiva pero esta aplicación no sirve, se cuelga, no abre, es pésima, si alguien tiene la versión anterior les recomiendo que no actualizan, se van a llevar una muy mala experiencia más en estos tiempos que no se puede salir de casa.",
1337,"De la nada la aplicación no abrió más en mi celular, me indicó que era necesaria una actualización, intente y no se pudo, desinstale la aplicación para reinstalar y simplemente no se puede, mi teléfono es compatible, he probado mil y una formas de solucionar y no se puede, mientras tanto pues aquí sin acceso a mi cuenta sin poder hacer ninguna operación, lamentable de verdad",
1338,"Su aplicación es desastroza, no es posible que cada vez que intento ingresar tengo que reiniciar el celular, no entiendo como lanzan una aplicación con tantas fallas para los usuarios. Es lamentable que habiendo tantos buenos programadores pongan a inexpertos a programar su aplicación 😡",
1339,"Este app es malisimo de verdad que no me explico como sigue funcionando deberían eliminarlo y crear otra plataforma que sea más óptima al momento de ingresar, porque haces un pago y sale error vuelva intentarlo y ya te ha cobrado 2 veces te descuenta, tambien al momento de realizar una transacción la mayoría de veces sale error siento que es un caos total cambiar este app urgente.",
1340,"Muy mala esta actualización, demora mucho en mostrarte el teclado, deseas hacer transferencia y te sale error, actualizas y se corrige. Que no es nada agradable, le pongo una estrella porque me obliga elegir una estrella para publicar de lo contrario no lo pondria.",
1341,"Cuando abro la app, me pide que actualice y cuando la actualizo, me sale un mensaje: ""que no se puede"" así me la he pasado intentando; he ido a una agencia para que me digan porque no se puede y dicen que debo tener la versión 10 de Android, la mía es 9, la data que está en la app es mía, por qué el BCP se toma la libertad de limitar mi acceso, creo que la SBS, debería ver este tema de impedimento a la información del cliente por parte del BCP.",
1342,"Hace 2 años le di 3 estrellas pero ahora si pudiera le quitaría calificación, cada vez el bcp es peor cobra comisiones muy caras, la app no permite hacer transferencias a otros bancos en modo diferido, todo para cobrar comisión inmediata, además la gran estupidez de tener que ir al banco para sacar el ""token digital"" que de digital tiene si tengo q ir al banco y encima con máquinas q no reconocen la huella 😑 lamentablemente se tiene q usar por los clientes pero prefiero otros bancos",
1343,"No funciona la aplicación, intento ingresar y se cierra automáticamente, ya me estaba presentando fallos desde mucho antes pero ahora ya no me permite ingresar. Lejos de mejorar con sus actualizaciones más lo empeoran, parece que actualizan la aplicación para que presenten más fallas.",
1344,"Esta aplicación funciona absolutamente mal. Cada vez que inicio sesión con mi tarjeta de débito, la app me dice que está bloqueada cuando esta funcionando bien en Banca por Internet. Cuando borro datos de aplicación y caché; y vuelvo a ingresar datos de la tarjeta, ingresa normal, pero cuando vuelve a decir que esta ""bloqueada"" cuando vuelvo a iniciar sesión. Ni qué decir cuando solicito token digital. En el módulo de plataforma digital me notifica que debo sacar una nueva tarjeta...",
1345,"Nada amigable. La versión anterior era muy superior. Esta ultima se desconecta, envia mensajes de error, el token digital un total absurdo se activa antes de ingresar con un solo minuto para hacer operación y esos dibujitos ridiculos. Señores BCP por favor arreglar o corregir o cambiar este ensarte !!",
1346,"Un desastre, no puedo abrir el app, intento abrir y se cierra automáticamente, he desinstalado y he vuelto a instalar y nada. No es posible que en esta época ocurra eso solo me indica en un mensaje que la app tiene errores. Por favor solucionen lo antes posible.",
1347,"Horrible desde que actualice la App esta pero pésima.. quiero entrar a ver mis cuentas y sale error, que lo vuelva a intentar, quiero hacer unas simples recargas y nada.. ahora me sale supuestamente e gastado una cantidad de mi T' de débito pero esta no la utilizo hace meses, pésimo q hagan transacciones x mi.. sabiendo estas cosas no la hubiera actualizado esta App.",
1348,"Horrible app, no puedo creer que una empresa el bcp que se supone que pertenece al grupo más grande financiero no tenga para invertir en una app buena. Llevo solo 7 meses en este banco pero siempre hay problemas con la app. No entra, no carga, está en mantenimiento, etc. Es un desastre. Sinceramente yo trabajé con continental y Scotiabank y nunca tuve problemas con sus app. Tampoco soy de dejar reseñas pero estoy tan fastidiada de q llevo 2 días exactamente intentando hacer un pago y nada. 😡🤬",
1349,"He realizado recarga de Entel con mi tarjeta, salió exitoso, pero jamás llegó la recarga. Se ha descontado 2 montos iguales de mi cuenta por ambos intentos de recarga. Me contacté con Entel y me informaron que el BCP es el que tiene que solucionar el problema y hasta el momento no he recibido respuesta. Además de ello, su otro aplicativo YAPE está pésimo, sin funcionar y sin soporte para el cliente. SOLUCIONA ESTOS PROBLEMAS BCP.",
1350,"Cambie de equipo celular y descargue el app para android, no tiene la opción de confirmar operaciones con huella digital, llame a banca por teléfono e indican que la versión que está vigente es la 1.4, sin embargo la única que me permite descargar es la versión 1.39.1. Solucionen esto por favor, es la única forma de seguridad buena que tienen, ya que el token digital no lo es. Cuándo lo solucionarán?",
1351,"No me permite entrar a la app, tuve que cambiar mi clave digital de la app para ver si así puedo ingresar porque se supone que deben enviar un código a mi correo y no llega nada, desinstalo e instalo y es el mismo problema, he llamado incluso a Banca telefónica pero no saben dar solución. Muy mal esto. Deberían arreglarlo pronto.",
1352,"A los que dicen que si cambian de celular es pesado ir nuevamente a una plataforma y registrar el nuevo cel..pues les entiendo, porque he tenido q ir x segunda vez.sin embargo he sabido de casos que te roban el celular en una llamada y esta todo desbloqueado..y ahi si q tienen acceso a todooo...ahi que dirian..que su sistema para validar token es muy inseguro. Pensemos en nuestra seguridad por favor.",
1353,"Hace días no puedo entrar a la app, la abro y automáticamente se cierra. Veo que no soy el único que tiene este problema. Ha desinstale e instale la app 1000 veces y nada. Por favor hagan algo en general y no manden a la gente a comunicarse con ustedes por qué es una perdida de tiempo, todos tienen el problema. Solucionenlo ya!",
1354,"Realmente en vez de ayudar a los clientes, nos complican más con las actualizaciones constantes, ya no puedo usarlo, ya lo desinstalé porque sólo se bloqueó y no podía usar el aplicativo...el mismo banco me sugirió lo desinstale y lo vuelva a instalar...pero esta no resulta ...ahora me quedé sin aplicativo...no podemos estar perdiendo tiempo en estas cosas...que mal BCP..",
1355,"Hum terrible ni se puede crear una contraseña digital para el uso de la app está que bota error error bueno decirles que con esto solo pierden clientes para sus operaciones y pues no queda nada mejor que Interbank fácil y sencillo, seguiré usando bcp solo por su yape. Gracias por complicar las cosas🤣",
1356,"Q paso con la aplicación, no me deja entrar me dice q obligadamente temgo q comprarme otro móvil porq el OS es muy antiguo uso un q tiene Android 6.1 y ese en la mayoría de aplicaciones modernas aun funciona, q clase de tarto al cliente es este si a drede te dicen COMPRATE OTRO MOVIL O NO TE DEJO VER TU SALDO...en estos tiempos un poco más de cordura, las personas no son adineradas como para cambiar de teléfono cada rato, pésimo servicio, pensando en retirarme.",
1357,"En vez de ayudarnos nos crea más estrés, pues siempre hay problemas con la app y tenemos que salir a buscar algún agente o banco para realizar las operaciones que pudiéramos hacer desde casa... 0 estrellas pero ustedes obligan a ponerle 1 sino no aparece mi opinión.",
1358,"Está horrible, no deja entrar, pones la clave y se cierra. No puedo pagar nada ni hacer ninguna operación, tampoco x la página xq te pide el token digital, q lo busco desde la app, pero ésta no entra y no puedo ver mi token digital. No promocionen la banca x Internet, menos la móvil, cuando no funciona y no hacen nada x solucionar, ni siquiera avisan. Más respeto con sus clientes y consideración, como podemos confiar les nuestro dinero si demuestran q no les interesamos, son un bco sin corazón.",
1359,"No puedo hacer absolutamente nada ni pagar un servicio o editar mi perfil, nada.... Este mensaje me sale cada rato : ""lo sentimos este servicio no está disponible"" las 24/7 o ""hay problemas en el sistema, le enviaremos una notificación cuando se solucione"" y nunca llega esa bendita notificación ni se soluciona nada es increíble",
1360,"No me permite ingresar a ver mis cuentas, solo dice ""Uy, parece que ocurrió un problema"". Solucionenlo por favor. Actualizado a 08/05/19 La aplicación no está funcionando que pésima atención e importancia para sus clientes! Actualizado al 17/06/19 aplicación constantemente se ralentiza y parte del problema es el típico mensaje ""Uy hubo un error inténtalo más tarde"". No hay mejoras.",
1361,"Hace poco descargue por 7ma vez el app creyendo ya no tendria problemas pero nuevamente lo mismo de antes, no reconoce mi clave de Internet diciéndome error siempre, me comunique con un área del BCP para saber el porqué de la falla y me dijeron debía comunicarme con el área técnica, honestamente un asco de app!",
1362,"Señores del B C P , agan algo por resolver este problema, llevo más de una semana sin poder usar esta aplicación, no puedo realizar mis pagos de servicios como antes lo Asia, como pago de línea celular, luz, agua, y ahora ni siquiera puedo ver en mi cuenta si tengo dinero o No, una desgracia de verdad lo que asen, pido por favor que si esta versión no esta disponible para todo el público, por favor regresar a la versión anterior, por varios años no tenido ningún problema.",
1363,"Hola Aún no puedo darle una calificación Sin embargo, sería muy bueno que el app muestre en transferencias interbancarias la opción de transferencia diferida (es decir en horario del bco y sin costo alguno) y no solo la opción de transferencia inmediata (que nos cobran comisión)",
1364,"Pésima actualización, deberían poner una versión antigua, y poner una advertencia sobre los requisitos mínimos para que funcione con normalidad y saber si actualizar o no. Ahora me dicen de soporte técnico que por tener android 7.0 ya no funcionará, en otras palabras comprate un celular nuevo o usa token físico.",
1365,"Malísima app, la anterior versión era más fácil, con esta versión no puedo ni pagar las tarjetas por qué o ""ocurre problemas"" o no carga o simplemente no me permite pagar por qué figura sin deuda. Es un dolor de cabeza cada vez que abro la banca móvil. Pésimo servicio, deberían demandar a la empresa que les a realizado la actualización a la app, es una porqueria.",
1366,"Esto lo que hace es fastidiar con las actualizaciones continuas solo para modificar el tipo de letra, o el color, o cualquier E S T U P I D E Z que se les ocurra. Quiero abrir la app con lo huella y me dice que mi dispositivo no es compatible, cosas como esas deberían corregir...",
1367,"Por Dios den solución, la nueva app es una porquería, todo el tiempo esta en mantenimiento, la anterior era muy buena, hoy es imposible las transferencias, no se puede entrar a la cuentas. Solución urgente, me cambiare de banco de todas maneras. Pésimo servicio.",
1368,"Pésima y terrible una vez el celular actualiza su sistema operativo, una vez me ocurrió eso, jamas pude volver a ingresar a la aplicación con esta cerrandose automaticamente cada vez que intento abrirla. No tengo manera de administrar mi dinero de BCP desde donde se supone que debería poder.",
1369,"Me funcionaba bastante bien hasta antes de la actualización, ahora se cuelga y demora para entrar, además dentro de ""cuentas"" cuesta bastante trabajo poder hacer transferencias y pagos porque luego de ingresar el token desaparece toda actividad. Porfavor mejoren los errores.",
1370,"La reciente actualización ha hecho que la app no sea práctica y útil. Se bloquea constantemente, muchas veces no se puede abrir, cada vez que uso la función compartir, la app se pone en blanco y debo reiniciar el teléfono.",
1371,"Ya van a hacer casi dos semanas que no puedo acceder a mi cuenta por banca móvil. Porque no puedo pasar del paso 1 donde supuestamente debería salir las opciones de verificación. He visto muchos comentarios con el mismo problema, ahora que los pagos virtuales son necesarios y no le dan prioridad a la solución de este problema. Que pesimo servicio están brindando. 😠 1 estrella es mucho para el servicio que dan",
1372,"Mala experiancia con la app, hay problemas para recargas incluso para pagos de celular no permite grabar la tarjeta de empresa es un caos, un cliente tuvo problemas y me abono 3 veces el mismo monto tuve que cominicarselo y no se habia percatado por que solo dio confirmar una sola vez. Por otro lado la clave tocken digital no aparece y sale el error constante que estsn trabajando para su buen funcionamiento. Espero puedan solucionar si bien es cierto el interior es mas moderno mejorarlo urgente",
1373,La última actualización es una porquería. Cada rato sale un mensaje que supuestamente están trabajando para mejorar pero ese mensaje sale todos los días a cada momento. Solucionen ese error de una vez. Pésima actualización.,
1374,"Deben arreglar su aplicación y página web. Es necesario que se refleje el ""saldo"" en la parte de movimientos, es decir que te diga cuánto dinero quedaba después de realizada cada una de las transacciones. De igual manera es útil que se pueda consultar el detalle de cada operación realizada.",
1375,"BCP es la única app que no me permite usar los datos biométricos, así use celulares tope de gama con Snapdragon 8 gen 2. Tiene que actualizar su compatibilidad con datos biométricos y el resto de modelos. Muy agradecido con la compatibilidad NFC, pero decepcionado del no poder usar un extra de seguridad y conveniencia con los datos bimétricos.",
1376,"Al princio todo bien, desde ni celular podía manejar mis cuentas, pagos, transferencia verificación de saldos, pero desde hace 15 días que no puedo entrar a la app. Es una pena porque era muy buena, seria ideal que lo revisen y lo arreglen, saludos.",
1377,"La nueva actualización esta pésima, no me permite ingresar porque sale error, quiero, quiero transferir error, el menú esta poco entendible, el anterior estaba más organizado y hacias las operaciones rápido ahora tienes que intentar una y otra y otra vez, que estres.",
1378,"Malísima está actualización que han hecho es una completa porquería, la anterior no era excelente pero al menos funcionaba esa ni siquiera deja entrar cada vez que la quiero utilizar dice que tienen problemas y que están trabajando para solucionarlo, tremenda porquería",
1379,"No puedo realizar ninguna operación, me sale ""error al cargar modo de confirmacion..."" cuando intento hacer una transferencia o un pago... De las que están grabadas como frecuentes se pueden operar pero solo transferencias propio banco.. Por otro lado tampoco puedo realizar recargas virtuales por el mismo error... Por favor su apoyo para habilitar el aplicativo",
1380,"En los últimos días al iniciar la aplicación solo carga la pantalla azul con el logo del banco NO carga el login y se cierra solo y asi todos los intentos, según leo varios usuarios reportan que el problema ya tiene varios días así y siguen si darle solución, para no perder la costumbre BCP a paso de tortuga para solucionar los problemas con su app",
1381,"Estoy con un móvil de android 7, y ahora esta aplicación no puedo usarlo, porque me pide actualizar. Algo que mi móvil no está implementado para la actualización Android 8. Arreglen la aplicación y se supone que debería funcionar con todas la versiones de Android, ya que no dispongo de otro equipo.",
1382,"Buena app, con la ultima actualización se solucionaron mas errores y se hizo mas fluida, facilita mucho los pagos y buen servicio junto con yape, espero sigan mejorando. Edit: ya no sirve la app, se cierra al momento que le das abrir, la dañaron, antes estaba bien.",
1383,Realmente cansan con esas actualizaciones q hacen a cada rato ...y el servicio es peor ...desde la última actualización q me vi obligado a realizar hace poco más de un mes y en la cual no pude realizar ni un movimiento interbancario ....y ahora entro para ver si puedo hacer los movimientos ..me encuentro q están obligando nuevamente a otra actualización....Q mal ...muy mallll.,
1384,Una total desgracia. Para cualquier transferencia me pide confirmar operación con token físico cuando tengo el digital. Su actualización ha sido para peor y encima que son los que más cobran por transferencia interbancaria nos dan esta aplicación que parece hecha por practicantes de programación.,
1385,"Mala app, el teclado que genera tiene siempre algún errro, cuando expira tu sesión luego para entrar la clave nuevamente sale un mensaje TU SESIÓN A EXPIRADO, no se desaparece hasta cerrar todas tus app en segundo plano y reinicar la app, entre otros problemas dentro de la app, ademas la forma difícil que hacen para transferir entre cuentas, tengo app de bbva e interbank y por mucho es mejor que la app del bcp, espero lo corrigan.",
1386,"Es el colmo que el cambio que hacen perjudica a los clientes, por ratos todo bien pero casi siempre el bendito mensaje ¡Ocurrió un problema! Y peor cuando uno quiere utilizar la app por se supone que es más rápido ... Hagan algo pero ya!",
1387,"Una pérdida de tiempo intentar acceder a esta app que te pide validar con un código que llega al correo mucho después que te deja colgado en la app hasta que se cierre la sesión y la oportunidad de poder ingresar ese código. Muy mal el tiempo que demoran en enviar el código y cuando más se necesita en tiempos de pandemia, ni modo ir al agente a consultar saldo",
1388,"La sincronización de tu token digital fallo, eso sale así use datos o wifi, se actualizo la app más de 3 veces en los ultimos 3 meses o más y continuan los problemas de forma reiterativa, antes la app al menos funcionaba de forma decente... pero ahora me sirve para muy poco...",
1389,"Hace una semana no puedo usar la aplicación, todo iba bien hasta ese día funesto en que al equipo de desarrollo se le ocurrió ""una mejora"" pero ha sido un desastre pues son muchos usuarios a quienes les afecta este problema la aplicación no corre, pues según me informaron al presentar mi queja vía teléfono, se olvidaban de la compatibilidad con Android 8 para abajo, señores de desarrollo la tecnología debe de adaptarse al usuario y no el usuario a la tecnología. La tecnología es una herramienta.",
1390,"Señores encargados de TI o desarrolladores de aplicativos del BCP, la última actualización de la app no funciona correctamente. No se pueden realizar transferencias y en este momento es vital este medio para evitar salir por la cuarentena. Favor de arreglar los errores, que incluso a través de su página web también hay inconvenientes en las transferencias. Esto solo los desprestigia a ustedes mismos y la mejor forma de arreglar su imagen es arreglando en cuanto antes los problemas",
1391,"Pésima aplicación sinceramente, La anterior versión era mucho mejor y sobre todo solucionaba mis problemas, Ahora me aparece que tengo exceso de dispositivos afiliados cuando solo reinicie mi cel, me baje denuevo el app y voy a poner mi tarjeta y me sale que tengo exceso de dispositivos afiliados, no puede ser, esto parece una burla, busquen solucionar esos errores más si son una banca conocida porque comienzan a dar pena.",
1392,"La verdad que no se merece ni una estrella, regresen a la anterior versión pls, es un fastidio entrar al app y lamentablemente muchos son bcp que me obliga a usarlo, porque sino me cambiaría de banco, ahora estoy tratando de hacer mis tramites con mis otras tarjetas de otro banco, solo para excepción estoy usando el de bcp, ya que esta horrible la actualización, antes si para todo era Bcp, pero ahora ya ni quiero ver nada que tenga que ver con bcp, a las justas yape estoy utizalindo.",
1393,"Creo que no a sido del todo buena, la nueva actualización, siempre aparece el mensaje. ¡Ocurrió un Problema! Y su equipo de trabajo no a solucionado nada hasta los momento. Tiene que arreglar ese problema lo más pronto posible. Pésima la actualización del app",
1394,"La app me estaba funcionando todo bien y de repente dejo de abrir, sale error, la desinstale, y volví a instalar varias veces y nada, he tratado de hacer de todo reiniciando teléfono, limpiando memoria, espacio y nada no se arregla, el resto de las app están bien, es solo esta que dejo de funcionar sin motivo alguno",
1395,llevo más de 6 meses sin que me den solución del toque digital y ahora con la actualización no me deja ni siquiera registrarme. Cada actualizacion que hacen es peor. Contraten mejores programadores. Tanto tiempo sin que solucionen el problema,
1396,"La app funcionaba perfecto,hasta que active el token digital.cuando intente iniciar sesion con mi wifi de siempre,simplemente no ingresa y se queda colgado.Pero si lo pongo en modo datos o me comparten datos si ingresa normal. Me comunique por mssg y me dijeron primero q era por seguridad🤔y luego que no hicieron cambio alguno.total??????",
1397,"Al hacer trasferencias tengo que escribir el token digital, anteriormente se actualizaba solo, no puedo recargar celulares, no puedo hacer transferencias interbancarias, se hizo demasiado lento, se supone que si actualizan algo es para mejoras, pero creo sucedió lo contrario.",
1398,"Es un desastre esta app no merece ni una estrella no puedo ingresar a ver mi cuenta desde que actualizaron el app solo me sale error, error... Arreglen ya ya es mucho tiempo ,para que meten la mano si pueden mejorar, pero para cobrar comisiones si eso sí no se les escapa BCP pónganse ya solucionar este problema.",
1399,Desde que actualizaron el app todos se malogro. Ya tengo más de dos semana con ese problema am ingresar al app a cada rato me sale ocurrió un problema. Porfavor solucionen eso ya que genera retrasos ante alguna operación que se quiere realizar. Uno tiene que tener suerte para poder ingresar. Espero solución pronto.,
1400,"Es horrible tener que intentar cientos de veces hasta que se pueda ingresar a la app, porque a cada rato sale ""ocurrió un problema nuestro equipo está trabajando para solucionarlo"" , tan incapaces son sus desarrolladores que a diario ocurre el mismo problema ?",
1401,PESIMO!!! Desde que se actualizo ya no te deja entrar siempre hay problemas y te manda a ingresar por la web. La app se volvió completamente inútil y hay que poner tu número de tarjeta a cada rato ya no te deja poner la opción de recordar tarjeta. Pésimo x1000 vuelvan a la anterior versión está NO SIRVE!!!!!!!!,
1402,"Mala, muy visual pero poco útil, el ingreso de los valores no sigue la lógica habitual, demora en procesar y para algunos pagos de servicios lanza error o problemas de conexión de Internet cuando antes los ejecutas sin problema, retrocedieron con esta app.",
1403,Cada vez que quiero ingresar indican que mi tarjeta está bloqueada. Ya voy instalando y desinstalando como 5 veces aprox y aún así no logro acceder. Cada vez que instalo me piden nuevamente activar el token cuando según sus características que describen en la web eso ya no es necesario. Muy mal.,
1404,"La nueva actualización ha complicado las operaciones. Lo único salvable es la opción de compartir la constancia de operación por los medios de chat (WhatsApp, etc). Vuelvan a su anterior versión. Esta no funciona!",
1405,"La App ha estado dañando mi equipo desde ya una semana, estaba calentando de forma descontrolada mi equipo, al punto que tuve que formatear mi celular y seguía teniendo este problema. Cuando vi que estaba consumiendo tantos recursos la App del Bcp estaba ocupando un 200% de recursos. La desinstale y mi celular volvió a la normalidad. Esta App es nefasta",
1406,"La ultima actualizacion es nefasta, que les pasa, la anterior era practica y sencilla, en vez de mejorar algo han hecho lo contrario, por poner imagenes y caricaturas para infante, no han mejorado en nada. Su aplicacion era la mejor de todos los bancos que habia en el Peru. Ahora ya no lo es.",
1407,En las últimas dos semanas la aplicación ha estado fallando . Abro la app y se queda cargando por unos minutos y me sale que ocurrió un error y no me permite ingresar e desinstalado la app y sigue estando con el mismo error . Espero puedan mejorar pronto ese problema .,
1408,"1 estrella es demasiado porque después de cada actualización del App, esta empeoró y lo peor de todo que también afecta a la transacciones por la web. Actualmente me piden que vaya al banco por segunda vez para activar el token digital y Uds. Lo que están haciendo es exponer a las personas al contagio porque tengo que formar una cola inmensa para que me atiendan.",
1409,"Esta aplicación está Maaalllll .... tiene demasiado horrores.. entre ellos si entras en la app , sales e inmediatamente buelves a entrar te da error. No abre la aplicación. De por si no tiene una opción para cerrarla... lo otro dentro de la app la malloria de las veces tratas de entrar a los movimientos de cuentas o tarjetas y casi siempre sale con que ""ocurrió un error """""" y no carga la información. De verdad es demasiado molestosa esta app la uso por obligación. Preferiría la anterior ...",
1410,"No sé que pasa con la app. No deja hacer pagos por transferencia a terceros, me sale: ""ERROR ME-1315 No se pudo completar la operación. Verifica el estado de las cuentas y tu saldo disponible"". Ahora tengo que exponerme a llevar efectivo y pagar, es una molestia tremenda. Solucionen!!!!!!!!!!",
